_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
24,165587067,17201775,23,2017-10-18T21:19:00,"5th Ave & Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness,201,6,6,-79.99864594,40.44008562
224,165585719,17202453,27,2017-10-18T21:50:00,"Wenzell Ave & Broadway Ave Pittsburgh, PA 15216",N,Beechview,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1920,,,-80.03197533,40.40104357
121,165515462,17201795,3,2017-10-18T21:54:00,"2000 Block 5th Ave Pittsburgh, PA 15219",N,West Oakland,4,ROBBERY,3701 Robbery. / 2702 Aggravated Assault.,402,6,3,-79.9775296,40.43800271
106,165514988,17201797,6,2017-10-18T22:00:00,"Watson St & Boyd St Pittsburgh, PA 15219",N,Bluff,2,THEFT FROM AUTO,3934 Theft from Vehicle / 4106 Access Device Fraud,103,6,6,-79.99329626,40.43829425
253,165520462,17201833,3,2017-10-18T22:05:00,"1000 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY,3701 Robbery.,201,6,6,-79.99461254,40.44341104
248,165515426,17201813,29,2017-10-18T22:09:00,"200 Block Ridge Ave Pittsburgh, PA 15212",N,Allegheny Center,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2204,1,1,-80.0087389,40.45204221
249,165516421,17201805,99,2017-10-18T22:18:00,"100 Block N Negley Ave Pittsburgh, PA 15206",Y,Garfield,5,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1114,9,2,-79.93057707,40.46350886
247,165514714,17201802,29,2017-10-18T22:20:00,"200 Block Ridge Ave Pittsburgh, PA 15212",N,Allegheny Center,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2204,1,1,-80.0087389,40.45204221
252,165520151,17201814,29,2017-10-18T22:29:00,"1000 Block Lakewood St Pittsburgh, PA 15220",N,Elliott,6,LOCATED RUNAWAY - OUTSIDE CITY,0291 Located Runaway - Outside City,2020,2,5,-80.03894415,40.44511665
109,165516491,17201819,27,2017-10-18T22:37:00,"800 Block Saw Mill Run Blvd Pittsburgh, PA 15226",N,Bon Air,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1806,4,4,-79.99594093,40.38189722
194,165625605,17202914,0,2017-10-18T23:00:00,"5800 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,99,9093 Indirect Criminal Contempt,1115,9,2,-79.92788177,40.46247073
203,165619038,17202883,6,2017-10-18T23:00:00,"Boundary St Pittsburgh, PA 15213",N,Central Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,405,,,0,0
775,166249417,17209950,17,2017-10-18T23:00:00,Zone 1,N,,1,SEXUAL ASSAULT,3124.1 Sexual Assault / 4304(a)(1) Endangering Welfare of Children. / 6318 Unlawful Contact/Communication w/ Minor / 6301 Corruption of Minors.,,,,,
42,165520162,17201829,23,2017-10-18T23:06:00,"East Ohio St & Cedar Ave Pittsburgh, PA 15212",Y,Allegheny Center,1,PUBLIC DRUNKENESS,5505 Public Drunkenness,2204,1,1,-80.00169385,40.45331224
157,-2821001961,17201836,27,2017-10-18T23:20:00,"3400 Block Penn Ave Pittsburgh, PA 15201",N,Lower Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,603,7,2,-79.96690502,40.46267921
250,165520114,17201847,14,2017-10-18T23:30:00,"1400 Block Geyer Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,CRIM MISCHIEF,3304 Criminal Mischief.,2715,1,1,-80.03364441,40.47368338
100,165632523,17202999,11,2017-10-18T23:59:00,"400 Block Cathedral Ave Pittsburgh, PA 15210",N,Mount Oliver,3,THEFT BY DECEPTION,3922 Theft by Deception.,1607,3,4,-79.9816396,40.41189976
225,165589101,17202454,10,2017-10-19T00:01:00,"200 Block Elysian St Pittsburgh, PA 15206",N,Point Breeze,4,HARRASSMENT,2709 Harassment (Non-Specific),1404,8,3,-79.9142573,40.45276447
2984,165981183,17207213,11,2017-10-19T00:01:00,"400 Block Kirkpatrick St Pittsburgh, PA 15219",N,Middle Hill,2,IDENTITY THEFT,4105(a)(1) Bad Checks / 4120 Identity Theft,501,6,3,-79.97556004,40.44447423
66,165522935,17201844,18,2017-10-19T00:03:00,"Sterrett St & Kelly St Pittsburgh, PA 15208",Y,Homewood South,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1301 Registration and Certificate of Title Required.,1303,9,2,-79.89486512,40.45504267
254,165522851,17201852,29,2017-10-19T00:55:00,"800 Block Johnston Ave Pittsburgh, PA 15207",N,Glen Hazel,4,RUNAWAYS - JUVENILE,029 Missing Juvenile,1504,5,3,-79.93099911,40.40611376
71,165550626,17202081,0,2017-10-19T01:00:00,"2200 Block Noblestown Rd Pittsburgh, PA 15205",N,Westwood,6,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): Possible Counterfeit 20 dollar note (ML57385162C),2811,2,5,-80.0539085,40.43007247
122,165523630,17201864,14,2017-10-19T01:03:00,"1500 Block Westmoreland St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,CRIM MISCHIEF,3304 Criminal Mischief.,1202,9,2,-79.89459035,40.46824722
67,165523636,17201893,5,2017-10-19T02:00:00,"2200 Block Dellrose St Pittsburgh, PA 15210",N,Carrick,3,BURGLARY,3502 Burglary.,2904,4,4,-79.98736448,40.39121732
207,165629285,17202960,99,2017-10-19T02:15:00,"300 Block North Shore Dr Pittsburgh, PA 15212",N,North Shore,1,LOST PROPERTY,9504 Lost Property,2205,1,1,-80.00964027,40.45494869
68,165525164,17201912,0,2017-10-19T03:00:00,"Copperfield Ave & Fairland St Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2901,4,4,-79.99507308,40.39525286
255,165525501,17201940,99,2017-10-19T04:38:00,"Commonwealth Pl Pittsburgh, PA 15222",N,Central Business District,2,FOUND PROPERTY,9489 Found Property,201,6,6,-80.00690247,40.44058302
264,165558278,17202173,6,2017-10-19T04:55:00,"70 Block S 19th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1702,3,4,-79.97925568,40.42937924
6,165568565,17202124,14,2017-10-19T05:00:00,"1300 Block Collier St Pittsburgh, PA 15208",Y,Homewood North,5,CRIM MISCHIEF,3304 Criminal Mischief.,1302,9,2,-79.89051291,40.45935338
1291,165683995,17202124,14,2017-10-19T05:00:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Homewood North,5,CRIM MISCHIEF,3304 Criminal Mischief.,1302,6,6,-79.99630099,40.43469659
260,165535804,17201973,4,2017-10-19T05:30:00,"7200 Block Thomas Blvd Pittsburgh, PA 15208",N,Point Breeze North,4,SIMPLE ASSAULT,2707.1 Discharge of a Firearm into Occupied Structure / 2705 Recklessly Endangering Another Person.,1405,9,2,-79.90006879,40.45085884
111,165526722,17201959,6,2017-10-19T06:00:00,"200 Block Gross St Pittsburgh, PA 15224",N,Bloomfield,5,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,809,7,2,-79.94452396,40.46472054
123,165527604,17201968,6,2017-10-19T06:00:00,"3300 Block Jane St Pittsburgh, PA 15203",N,Arlington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1603,3,4,-79.9616375,40.42118104
201,165637176,17203096,14,2017-10-19T07:00:00,"2500 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,CRIM MISCHIEF,3304 Criminal Mischief.,1306,9,2,-79.87322387,40.45610602
257,165528931,17201987,27,2017-10-19T07:00:00,"S Main St & W Carson St Pittsburgh, PA 15219",N,South Shore,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1921,2,5,-80.02758842,40.443742
132,165554994,17202091,27,2017-10-19T07:30:00,"West End Cir & Saw Mill Run Blvd Pittsburgh, PA 15220",N,Elliott,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2020,2,5,-80.02942799,40.44409702
77,165537835,17201989,14,2017-10-19T07:52:00,"1100 Block Tweed St Pittsburgh, PA 15204",N,Sheraden,6,CRIM MISCHIEF,3304 Criminal Mischief.,2022,2,5,-80.06331139,40.4560324
1,-2977012304,17201999,6,2017-10-19T08:00:00,"2800 Block Harcum Way Pittsburgh, PA 15203",N,South Side Slopes,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304 Criminal Mischief.,1608,,,0,0
76,165534009,17202001,9,2017-10-19T08:00:00,"1100 Block Arlington Ave Pittsburgh, PA 15203",N,Allentown,3,FORGERY,4101 Forgery.,1803,3,4,-79.99023021,40.42305997
3430,166516618,17214615,6,2017-10-19T08:00:00,"400 Block Protectory  Pl Pittsburgh, PA 15219",N,Strip District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,203,6,3,-79.98453184,40.44063603
3,165561760,17202003,4,2017-10-19T08:25:00,"7600 Block Hamilton Ave Pittsburgh, PA 15221",Y,Homewood South,5,AGG-ASSAULT,2702 Aggravated Assault. / 2702 Aggravated Assault.,1304,9,2,-79.89101175,40.45296616
170,165553275,17202029,10,2017-10-19T08:30:00,"500 Block Morewood Ave Pittsburgh, PA 15213",N,Shadyside,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 2715 Threat to Use Weapons of Mass Destruction / 8105 CLASS 2 - Bomb Threat,709,8,2,-79.94342347,40.4517689
261,165546928,17202002,5,2017-10-19T08:30:00,"100 Block Mayflower St Pittsburgh, PA 15206",Y,Larimer,5,BURGLARY,3502 Burglary. / 2709 Harassment (Non-Specific),1208,9,2,-79.91609347,40.46429474
2879,167048954,17202002,5,2017-10-19T08:30:00,"Squirrel Hill Tunl Pittsburgh, PA 15206",Y,Larimer,5,BURGLARY,3502 Burglary. / 2709 Harassment (Non-Specific),1208,,,0,0
112,165545507,17202019,10,2017-10-19T08:53:00,"7900 Block Susquehanna St Pittsburgh, PA 15221",N,Homewood South,5,HARRASSMENT,2709 Harassment (Non-Specific),1304,9,2,-79.88724311,40.44916841
52,165571098,17202309,6,2017-10-19T09:00:00,"3200 Block Juliet St Pittsburgh, PA 15213",N,South Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,409,3,3,-79.95663901,40.43164687
45,165555349,17202060,6,2017-10-19T10:23:00,"500 Block Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",201,6,6,-80.00411265,40.44227309
206,165628055,17202214,0,2017-10-19T10:45:00,"400 Block Cadet Ave Pittsburgh, PA 15226",Y,Brookline,6,99,2709(b) Stalking,1917,4,4,-80.00810305,40.41025141
189,165561901,17202075,17,2017-10-19T10:46:00,Zone 5,N,,5,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
265,165559032,17202093,99,2017-10-19T11:00:00,"300 Block Oakville Dr Pittsburgh, PA 15220",Y,Banksville,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2023,2,5,-80.03800593,40.41889762
188,165613595,17202836,6,2017-10-19T11:30:00,"2800 Block Beechwood Blvd Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1414,5,3,-79.92036848,40.42482533
263,165549653,17202105,6,2017-10-19T11:35:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-79.99740551,40.44152525
80,165561894,17202114,6,2017-10-19T11:55:00,"500 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-80.00347705,40.44123457
2,165560826,17202111,10,2017-10-19T11:56:00,"PPG Pl Pittsburgh, PA 15222",Y,Strip District,2,HARRASSMENT,2709 Harassment (Non-Specific),203,6,6,-80.00300501,40.44009257
115,165565908,17202308,10,2017-10-19T12:00:00,"200 Block Hastings St Pittsburgh, PA 15206",Y,Point Breeze,4,HARRASSMENT,2709 Harassment (Non-Specific),1404,8,3,-79.91329677,40.45286236
4,165562694,17202120,10,2017-10-19T12:01:00,"200 Block S Highland Ave Pittsburgh, PA 15232",Y,Shadyside,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 4914(A) False Identification to Law Enforcement",705,8,2,-79.92543474,40.45853284
149,165560168,17202145,0,2017-10-19T12:20:00,"1700 Block Rutherford Ave Pittsburgh, PA 15216",N,Beechview,6,99,9998 Overdose Other,1916,4,5,-80.02649648,40.40858305
131,-3139010130,17202135,99,2017-10-19T12:33:00,"900 Block Grand Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,FALSE BURGLAR ALARM,9488 False  Burglar Alarm,2715,1,1,-80.0239586,40.47575349
53,165571814,17202366,14,2017-10-19T13:00:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Middle Hill,2,CRIM MISCHIEF,3304 Criminal Mischief.,501,6,3,-79.9799791,40.44358094
267,165560358,17202136,10,2017-10-19T13:00:00,"100 Block Earl St Pittsburgh, PA 15204",Y,Esplen,6,SIMPLE ASSAULT,2701 Simple Assault. / 3304 Criminal Mischief.,2017,2,5,-80.04823469,40.46022365
268,165561472,17202171,14,2017-10-19T13:00:00,"Craighead St & Edgemont St Pittsburgh, PA 15211",N,Mount Washington,3,CRIM MISCHIEF,3304 Criminal Mischief.,1807,3,4,-79.99847899,40.4224074
2095,165830394,17202136,10,2017-10-19T13:00:00,"100 Block Earl St Pittsburgh, PA 15204",Y,Esplen,6,SIMPLE ASSAULT,2701 Simple Assault. / 3304 Criminal Mischief.,2017,2,5,-80.04823469,40.46022365
5,165563671,17202159,27,2017-10-19T13:05:00,"Burchfield Ave & Inez Way Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1414,5,3,-79.92597758,40.4269644
79,165561072,17202176,6,2017-10-19T13:05:00,"400 Block East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2304,1,1,-80.00153324,40.45347051
46,-2819019638,17202167,27,2017-10-19T13:30:00,"Panther Hollow Rd & Panther Hollow Brg Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1413,5,3,-79.94709039,40.4378592
266,165560820,17202191,6,2017-10-19T13:30:00,"50 Block Harwood St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1807,3,5,-80.00414698,40.4248763
282,165570634,17202300,6,2017-10-19T13:30:00,"6300 Block Shakespeare St Pittsburgh, PA 15206",Y,Shadyside,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",708,8,2,-79.92146083,40.45888145
113,165562293,17202175,12,2017-10-19T13:37:00,"7600 Block Frankstown Ave Pittsburgh, PA 15221",N,Homewood North,5,THEFT-FAIL MAKE DISP FUNDS REC,3927 Theft by Failure to Make Required Disp. of Funds,1302,9,2,-79.88997564,40.45566475
114,165562684,17202179,99,2017-10-19T13:45:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,AIDED CASE,9497 Aided Case,103,6,6,-79.99439768,40.43526818
50,165567003,17202263,18,2017-10-19T14:00:00,"100 Block Pearl St Pittsburgh, PA 15224",Y,Bloomfield,5,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 3733 Fleeing or Attempting to Elude Police Officer / 1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(30)* Delivery of Controlled Substance,809,7,2,-79.94810945,40.46568717
284,165571336,17202283,6,2017-10-19T14:07:00,"5900 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,705,8,2,-79.92740885,40.4591906
159,165564483,17202272,10,2017-10-19T14:15:00,"3300 Block Ajax St Pittsburgh, PA 15219",N,Upper Hill,2,HARRASSMENT,2709 Harassment (Non-Specific),506,6,3,-79.96585275,40.45479693
2199,165592600,17202553,27,2017-10-19T14:30:00,"2300 Block Patterson St Pittsburgh, PA 15203",N,South Side Slopes,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1608,3,4,-79.97406562,40.41936182
19,165564280,17202226,10,2017-10-19T14:51:00,"400 Block Iberia St Pittsburgh, PA 15211",N,Mount Washington,3,HARRASSMENT,2709(a) Harassment.,1807,3,4,-80.00096449,40.42437416
117,165568825,17202323,14,2017-10-19T15:00:00,"Euclair Way & Topaz St Pittsburgh, PA 15206",N,East Liberty,5,CRIM MISCHIEF,3304 Criminal Mischief.,1115,9,2,-79.92938856,40.46098479
128,165573865,17202394,6,2017-10-19T15:00:00,"1100 Block Winterton St Pittsburgh, PA 15206",N,Highland Park,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,1106,7,2,-79.91346078,40.47305856
574,165770475,17205141,11,2017-10-19T15:00:00,"1700 Block Fallowfield Ave Pittsburgh, PA 15216",Y,Central Business District,6,CREDIT CARDS,4106 Access Device Fraud,1920,4,5,-80.02369265,40.40865993
707,166145763,17205141,11,2017-10-19T15:00:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,6,CREDIT CARDS,4106 Access Device Fraud,1920,6,6,-79.99630099,40.43469659
134,165568321,17202243,10,2017-10-19T15:12:00,"400 Block Oneida St Pittsburgh, PA 15211",Y,Duquesne Heights,3,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1911,2,5,-80.0208783,40.432702
1485,165756978,17202243,10,2017-10-19T15:12:00,"400 Block Oneida St Pittsburgh, PA 15211",Y,Duquesne Heights,3,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent",1911,2,5,-80.0208783,40.432702
270,165567388,17202273,27,2017-10-19T15:15:00,"Glenwood Brdg Ramp & 2nd Av Ramp Pittsburgh, PA 15213",N,Hazelwood,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1515,,,0,0
116,165567180,17202247,24,2017-10-19T15:17:00,"Federal St N & Parkhurst St Pittsburgh, PA 15212",Y,Central North Side,1,DISORDERLY CONDUCT,5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,2206,1,1,-80.00701402,40.45662298
269,165566652,17202260,23,2017-10-19T15:22:00,"5th Ave & Stevenson St Pittsburgh, PA 15219",Y,Bluff,2,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503 Disorderly Conduct.,103,6,3,-79.98646238,40.43860726
129,165575349,17202232,99,2017-10-19T15:24:00,"4300 Block Saline St Pittsburgh, PA 15217",N,Greenfield,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1517,5,3,-79.92623347,40.42096852
57,165575103,17202256,99,2017-10-19T15:27:00,"300 Block S 9th St Pittsburgh, PA 15203",N,South Side Flats,3,AIDED CASE,9497 Aided Case,1702,3,4,-79.99041322,40.43090981
1652,165756770,17202241,23,2017-10-19T15:30:00,"2300 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503 Disorderly Conduct.,2904,4,4,-79.98551986,40.38904931
167,165567683,17202189,0,2017-10-19T15:38:00,"Wilkinsburg Wilkinsburg, PA 15221",N,Outside City,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,0,0
60,165584029,17202459,99,2017-10-19T15:45:00,"2000 Block Wharton Ave Pittsburgh, PA 15203",N,South Side Flats,3,LOST PROPERTY,9504 Lost Property,1702,3,4,-79.97681333,40.43002082
281,165569471,17202274,0,2017-10-19T15:48:00,"300 Block Cedarville St Pittsburgh, PA 15224",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): Accident with City of Pittsburgh Vehicle,802,7,2,-79.949013,40.46161675
288,165574035,17202278,0,2017-10-19T15:49:00,"2000 Block Hazeldell St Pittsburgh, PA 15210",Y,Carrick,3,99,901 Criminal Attempt / 3503(a) Criminal Trespass,2902,4,4,-79.98544931,40.39404409
220,165582863,17202423,6,2017-10-19T16:00:00,"Fort Duquesne Blvd & 10th St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-79.99651356,40.44644263
283,165571234,17202302,14,2017-10-19T16:00:00,"2800 Block Liberty Ave Pittsburgh, PA 15222",N,Polish Hill,2,CRIM MISCHIEF,3304 Criminal Mischief.,605,7,6,-79.97495443,40.45636395
56,165575071,17202288,0,2017-10-19T16:12:00,"70 Block S 14th St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): referred to deparment of aging. ,1702,3,4,-79.98413922,40.42767426
127,165572428,17202298,10,2017-10-19T16:13:00,"5000 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,HARRASSMENT,2709 Harassment (Non-Specific) / 3304 Criminal Mischief.,1515,5,3,-79.94389782,40.40823336
280,165569455,17202297,0,2017-10-19T16:17:00,"7200 Block Joshua St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9999 9999 - (Misc. Incident): Family Dispute,1202,9,2,-79.89286352,40.47044784
286,165571682,17202320,0,2017-10-19T16:20:00,"Lemington Ave & Westmoreland St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9134 Pedestrian Hit by Vehicle/Non-Reportable Accident,1202,9,2,-79.89375525,40.46694363
54,165571840,17202356,99,2017-10-19T16:27:00,"3200 Block Juliet St Pittsburgh, PA 15213",N,South Oakland,4,FOUND PROPERTY,9489 Found Property,409,3,3,-79.95663901,40.43164687
51,165568762,17202315,10,2017-10-19T16:33:00,"1000 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",1702,2,5,-80.02039221,40.44091666
285,165571692,17202322,99,2017-10-19T16:40:00,"300 Block S 9th St Pittsburgh, PA 15203",Y,South Side Flats,3,MENTAL 201/302,9498 302 (Mental),1702,3,4,-79.99041322,40.43090981
1596,166969357,17202275,10,2017-10-19T16:43:00,"2100 Block Rhine St Pittsburgh, PA 15212",Y,Spring Hill-City View,1,SIMPLE ASSAULT,2701 Simple Assault.,2620,1,1,-79.99367687,40.46661676
